     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
         1,         0,         0,    3.10,tesseract,2de9849db804466cfc2c24632fd28c4019a8930827283eb93cc8b1288f7caba5,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001668100537200059,""rounds"":5}",
         8,         0,         0,    14.3,tesseract,6086e3504dbd6a3144d6dd02e3530001521b8864093c233bc936e048a7175cae,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001,""rounds"":5}",
        53,         9,         0,    23.7,tesseract,0cd4f7e56ab2c00145793911da6d7037a5668d3c6a7bbada271db20e889cb9fd,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.001668100537200059,""rounds"":3}","{""obs_mistake_mask=EE"":1,""obs_mistake_mask=E_"":1,""obs_mistake_mask=_E"":7}"
         4,         2,         0,    22.6,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}","{""obs_mistake_mask=_E"":2}"
         2,         0,         0,   0.933,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}",
         1,         1,         0,    83.2,tesseract,21c5fe8908f186e810c6e67a8ba437b4c0baee716faad07d24da883088a3a2c2,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.1,""rounds"":3}","{""obs_mistake_mask=E_"":1}"
         2,         1,         0,   0.393,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}","{""obs_mistake_mask=_E"":1}"
         1,         0,         0,    12.5,tesseract,f8cf9e2e229992280709cfa1ab5fd34e6230e4cf55cf71ae5f299061a27a0497,"{""code"":""color_code"",""code_idx"":2,""d"":7,""p"":0.001,""rounds"":7}",
         1,         0,         0,    6.36,tesseract,2de9849db804466cfc2c24632fd28c4019a8930827283eb93cc8b1288f7caba5,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001668100537200059,""rounds"":5}",
         1,         0,         0,    3.97,tesseract,f8cf9e2e229992280709cfa1ab5fd34e6230e4cf55cf71ae5f299061a27a0497,"{""code"":""color_code"",""code_idx"":2,""d"":7,""p"":0.001,""rounds"":7}",
         2,         1,         0,    11.8,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}","{""obs_mistake_mask=EE"":1}"
       108,         7,         0,    23.6,tesseract,49dde25cc030c1f21cbca25dd3d28ce985c16624ed4c79058b311b16c610c35d,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.001,""rounds"":3}","{""obs_mistake_mask=EE"":1,""obs_mistake_mask=_E"":6}"
         1,         0,         0,    7.41,tesseract,f8cf9e2e229992280709cfa1ab5fd34e6230e4cf55cf71ae5f299061a27a0497,"{""code"":""color_code"",""code_idx"":2,""d"":7,""p"":0.001,""rounds"":7}",
         1,         0,         0,    2.01,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}",
         1,         0,         0,    12.1,tesseract,2de9849db804466cfc2c24632fd28c4019a8930827283eb93cc8b1288f7caba5,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001668100537200059,""rounds"":5}",
